,Cultivated area (hectares),Seed (Kg),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Insecticide (lit),Water (m3),Irrigation frequency,Yield (kg),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
230,2.0,1662.0,781.0,318.0,235.0,13677.0,15.0,16384.0,5.0,120212.0,32.0,18747.0,3919.0
231,1.5,1054.0,541.0,211.0,171.0,9046.0,11.0,13756.0,6.0,89710.0,17.0,13916.0,3050.0
232,2.5,2007.0,886.0,450.0,261.0,16074.0,18.0,22596.0,2.0,159454.0,28.0,24649.0,4740.0
233,1.0,1143.0,439.0,155.0,116.0,6008.0,7.0,9772.0,5.0,60050.0,13.0,9283.0,1934.0
234,2.5,1949.0,970.0,309.0,192.0,14448.0,19.0,23915.0,5.0,157126.0,33.0,23367.0,4971.0
235,0.75,819.0,316.0,132.0,73.0,5317.0,6.0,6113.0,2.0,46181.0,9.0,7054.0,1605.0
236,1.0,1052.0,362.0,167.0,97.0,5747.0,7.0,8559.0,2.0,57085.0,14.0,9764.0,1969.0
237,0.75,818.0,263.0,115.0,78.0,5240.0,6.0,6663.0,2.0,47414.0,12.0,7123.0,1532.0
238,1.5,1733.0,609.0,225.0,139.0,8780.0,11.0,13761.0,5.0,96699.0,19.0,14221.0,2971.0
239,0.5,482.0,191.0,77.0,39.0,3342.0,4.0,4677.0,2.0,29349.0,6.0,4791.0,988.0
240,2.5,2121.0,1075.0,393.0,255.0,14574.0,19.0,23992.0,3.0,155051.0,45.0,24153.0,5193.0
241,2.0,1692.0,746.0,323.0,244.0,12288.0,15.0,19726.0,2.0,117293.0,27.0,19218.0,3864.0
242,0.75,732.0,315.0,131.0,66.0,4613.0,5.0,7211.0,4.0,46642.0,10.0,7218.0,1577.0
243,3.0,2738.0,1252.0,396.0,348.0,20278.0,22.0,24659.0,4.0,183142.0,44.0,28565.0,5801.0
244,1.75,1376.0,761.0,306.0,154.0,9885.0,14.0,17474.0,3.0,115169.0,21.0,16780.0,3841.0
245,2.5,2897.0,1034.0,319.0,284.0,16674.0,18.0,20604.0,4.0,163592.0,35.0,23486.0,5192.0
246,2.5,2284.0,1086.0,430.0,283.0,16381.0,19.0,23006.0,6.0,159877.0,41.0,23086.0,5458.0
247,0.75,620.0,325.0,100.0,83.0,4500.0,6.0,7411.0,2.0,46178.0,10.0,7353.0,1589.0
248,0.75,872.0,286.0,107.0,75.0,4261.0,6.0,7416.0,6.0,45302.0,12.0,7136.0,1636.0
249,2.5,2561.0,1060.0,392.0,237.0,17272.0,19.0,22186.0,5.0,145345.0,43.0,23240.0,4745.0
250,1.75,1624.0,699.0,233.0,201.0,11408.0,13.0,14203.0,5.0,111698.0,27.0,16815.0,3296.0
251,1.25,1149.0,460.0,199.0,100.0,7122.0,9.0,12166.0,3.0,72117.0,17.0,11793.0,2509.0
252,2.5,2303.0,1018.0,369.0,235.0,15522.0,19.0,24023.0,5.0,145581.0,36.0,23528.0,5064.0
253,1.75,2038.0,637.0,212.0,200.0,9897.0,14.0,16462.0,4.0,108509.0,31.0,16160.0,3349.0
254,1.0,1157.0,397.0,161.0,79.0,6946.0,8.0,8682.0,6.0,63012.0,18.0,9363.0,2162.0
255,3.0,3375.0,1196.0,438.0,369.0,19661.0,23.0,27691.0,6.0,182365.0,37.0,27604.0,5865.0
256,3.0,3286.0,1209.0,441.0,296.0,20577.0,22.0,29996.0,3.0,189059.0,48.0,29170.0,6201.0
257,0.5,365.0,218.0,80.0,50.0,3365.0,4.0,4532.0,6.0,29886.0,6.0,4689.0,982.0
258,2.0,1725.0,810.0,333.0,171.0,11299.0,15.0,18103.0,6.0,117779.0,27.0,19108.0,4274.0
259,0.75,787.0,322.0,95.0,61.0,4245.0,6.0,6747.0,6.0,42632.0,9.0,7218.0,1516.0
260,0.75,566.0,297.0,112.0,72.0,4253.0,6.0,7177.0,4.0,47495.0,12.0,7091.0,1567.0
261,1.5,1462.0,633.0,222.0,180.0,9939.0,11.0,14134.0,4.0,98522.0,17.0,14645.0,3026.0
262,1.5,1784.0,590.0,240.0,126.0,9368.0,11.0,13633.0,2.0,94215.0,26.0,14174.0,3286.0
263,1.25,1214.0,545.0,200.0,110.0,7864.0,10.0,11906.0,3.0,80090.0,19.0,11512.0,2540.0
264,1.75,1968.0,765.0,308.0,204.0,12318.0,14.0,14131.0,4.0,100811.0,31.0,17239.0,3381.0
265,1.75,1621.0,651.0,304.0,173.0,12475.0,14.0,14997.0,2.0,98675.0,28.0,16946.0,3579.0
266,2.0,2051.0,813.0,262.0,184.0,14539.0,15.0,17874.0,6.0,124455.0,35.0,19237.0,4345.0
267,1.0,997.0,423.0,175.0,76.0,6128.0,8.0,9170.0,4.0,60366.0,17.0,9860.0,1952.0
268,3.0,2668.0,1132.0,490.0,367.0,17601.0,23.0,25321.0,6.0,175273.0,48.0,28466.0,6117.0
269,2.0,1659.0,830.0,272.0,241.0,12403.0,15.0,17534.0,4.0,126911.0,23.0,18443.0,4177.0
270,0.5,373.0,209.0,78.0,55.0,2932.0,4.0,4580.0,5.0,31352.0,8.0,4849.0,1065.0
271,2.0,1725.0,748.0,329.0,173.0,12424.0,14.0,19130.0,6.0,114434.0,24.0,19495.0,4360.0
272,3.0,2928.0,1245.0,502.0,302.0,18653.0,22.0,24877.0,5.0,179631.0,38.0,29187.0,6433.0
273,1.75,2008.0,663.0,243.0,209.0,10279.0,13.0,17180.0,5.0,102767.0,31.0,16203.0,3841.0
274,2.0,1926.0,899.0,360.0,238.0,12306.0,15.0,17154.0,2.0,112031.0,32.0,19131.0,4296.0
275,2.0,2348.0,786.0,301.0,205.0,14507.0,15.0,17353.0,3.0,117025.0,27.0,19560.0,4161.0
276,2.5,2266.0,1025.0,322.0,274.0,16593.0,20.0,21660.0,5.0,141209.0,43.0,23063.0,4957.0
277,3.0,2443.0,1287.0,491.0,311.0,21802.0,22.0,24115.0,4.0,197002.0,51.0,28251.0,6483.0
278,3.0,2329.0,1066.0,537.0,331.0,19104.0,22.0,25283.0,5.0,188144.0,43.0,27867.0,5810.0
279,2.0,1479.0,794.0,343.0,241.0,12574.0,15.0,17427.0,4.0,127949.0,22.0,19709.0,3940.0
280,1.5,1738.0,600.0,223.0,143.0,10870.0,12.0,14805.0,5.0,92659.0,22.0,14289.0,2930.0
281,1.0,1144.0,373.0,142.0,115.0,6444.0,7.0,8643.0,3.0,56049.0,14.0,9254.0,1917.0
282,1.0,891.0,430.0,133.0,82.0,6735.0,8.0,8976.0,6.0,63192.0,12.0,9337.0,2060.0
283,1.0,860.0,403.0,176.0,90.0,6032.0,7.0,8350.0,4.0,58979.0,18.0,9712.0,1906.0
284,0.75,819.0,276.0,113.0,69.0,5333.0,6.0,7166.0,2.0,49034.0,11.0,7112.0,1567.0
285,0.75,898.0,264.0,108.0,86.0,4964.0,6.0,6902.0,2.0,44204.0,12.0,7322.0,1427.0
286,0.75,869.0,325.0,133.0,73.0,4832.0,6.0,7218.0,4.0,45249.0,9.0,7200.0,1571.0
287,1.5,1601.0,667.0,244.0,169.0,10920.0,12.0,14561.0,2.0,97621.0,18.0,14256.0,3014.0
288,1.5,1372.0,613.0,268.0,168.0,9104.0,11.0,14148.0,4.0,95626.0,21.0,13995.0,3292.0
289,1.75,1585.0,679.0,296.0,162.0,12283.0,13.0,14000.0,3.0,108469.0,27.0,17117.0,3535.0
290,1.25,1023.0,514.0,188.0,128.0,8283.0,10.0,10147.0,6.0,73953.0,22.0,11722.0,2366.0
291,2.5,2232.0,897.0,429.0,304.0,14341.0,20.0,20173.0,4.0,154598.0,30.0,23197.0,4924.0
292,0.75,647.0,313.0,105.0,65.0,4518.0,6.0,7191.0,2.0,44675.0,9.0,6975.0,1460.0
293,1.25,1265.0,558.0,213.0,117.0,7871.0,10.0,12316.0,6.0,78410.0,14.0,12371.0,2533.0
294,2.0,1401.0,706.0,271.0,164.0,12835.0,14.0,17622.0,4.0,116446.0,26.0,19168.0,3926.0
295,1.0,757.0,436.0,125.0,77.0,6707.0,8.0,8926.0,5.0,64215.0,15.0,9727.0,2066.0
296,2.5,2590.0,879.0,309.0,217.0,16599.0,18.0,20471.0,6.0,156597.0,37.0,23827.0,4706.0
297,1.0,828.0,424.0,167.0,113.0,6147.0,8.0,8397.0,3.0,58831.0,17.0,9772.0,2195.0
298,1.5,1242.0,607.0,244.0,174.0,10218.0,11.0,13947.0,6.0,98894.0,20.0,14575.0,2858.0
299,1.0,714.0,440.0,144.0,103.0,6833.0,8.0,8791.0,3.0,62487.0,17.0,9828.0,2013.0
300,3.0,3450.0,1100.0,452.0,235.0,17709.0,22.0,24224.0,6.0,180726.0,50.0,27904.0,6319.0
301,1.75,1806.0,644.0,290.0,209.0,10443.0,14.0,14714.0,5.0,114712.0,28.0,16525.0,3607.0
302,3.0,2810.0,1163.0,524.0,291.0,20398.0,21.0,25154.0,3.0,184544.0,44.0,29308.0,6121.0
303,1.25,1233.0,542.0,189.0,121.0,8955.0,9.0,12241.0,3.0,72953.0,20.0,11630.0,2653.0
304,2.0,2159.0,769.0,303.0,207.0,11755.0,16.0,19908.0,3.0,129348.0,33.0,19590.0,4370.0
305,3.0,3031.0,1155.0,536.0,341.0,19189.0,22.0,27901.0,4.0,172592.0,42.0,27638.0,5815.0
306,3.0,3299.0,1119.0,526.0,261.0,17407.0,22.0,29062.0,3.0,171354.0,42.0,28828.0,6037.0
307,1.25,1323.0,497.0,170.0,136.0,8210.0,9.0,10364.0,3.0,70640.0,16.0,11550.0,2588.0
308,1.0,992.0,425.0,174.0,87.0,6388.0,8.0,9551.0,2.0,63085.0,17.0,9211.0,1917.0
309,1.5,1624.0,664.0,181.0,121.0,8859.0,12.0,13212.0,5.0,89809.0,17.0,14364.0,3287.0
310,2.5,1817.0,934.0,437.0,213.0,17766.0,19.0,23686.0,5.0,152265.0,29.0,23942.0,5482.0
311,0.5,498.0,205.0,80.0,52.0,3204.0,4.0,4325.0,5.0,31020.0,7.0,4631.0,1037.0
312,2.0,1623.0,829.0,274.0,207.0,12210.0,15.0,18529.0,3.0,129507.0,34.0,19119.0,4001.0
313,0.75,660.0,312.0,109.0,65.0,5031.0,6.0,6382.0,5.0,48477.0,10.0,7181.0,1582.0
314,1.5,1419.0,632.0,267.0,150.0,9776.0,11.0,12897.0,2.0,89803.0,25.0,13987.0,3132.0
315,1.5,1445.0,548.0,190.0,126.0,9061.0,11.0,12895.0,6.0,90929.0,18.0,13861.0,2969.0
316,2.0,1961.0,793.0,341.0,172.0,13722.0,15.0,18493.0,5.0,131416.0,28.0,18546.0,3783.0
317,2.0,2048.0,888.0,310.0,202.0,13734.0,15.0,19165.0,3.0,113846.0,35.0,19749.0,4357.0
318,0.75,859.0,271.0,123.0,79.0,4608.0,6.0,7277.0,3.0,42931.0,10.0,7034.0,1630.0
319,0.5,426.0,215.0,66.0,54.0,3007.0,4.0,4388.0,3.0,31469.0,8.0,4855.0,1008.0
320,0.5,563.0,205.0,61.0,42.0,3246.0,4.0,4448.0,5.0,28292.0,9.0,4647.0,1080.0
321,1.0,1148.0,442.0,164.0,125.0,6498.0,7.0,8247.0,4.0,62091.0,12.0,9680.0,2191.0
322,1.5,1423.0,526.0,258.0,143.0,10560.0,12.0,14157.0,4.0,84537.0,24.0,14674.0,2869.0
323,2.0,2279.0,743.0,326.0,217.0,12232.0,16.0,16548.0,3.0,131673.0,25.0,19366.0,3863.0
324,1.5,1714.0,592.0,253.0,127.0,10122.0,11.0,13461.0,3.0,96029.0,22.0,13980.0,3055.0
325,1.75,1960.0,748.0,264.0,179.0,12641.0,13.0,14701.0,5.0,98687.0,27.0,16901.0,3622.0
326,1.5,1118.0,533.0,262.0,141.0,10345.0,12.0,13733.0,6.0,90529.0,24.0,13871.0,3123.0
327,2.0,2372.0,760.0,272.0,205.0,12843.0,15.0,16712.0,6.0,130038.0,27.0,19197.0,3946.0
328,1.5,1443.0,556.0,195.0,145.0,8524.0,11.0,12215.0,6.0,94174.0,17.0,14617.0,3083.0
329,1.5,1669.0,631.0,182.0,181.0,10601.0,11.0,12663.0,2.0,91878.0,18.0,14430.0,3014.0
330,1.0,1150.0,417.0,142.0,113.0,6505.0,7.0,9312.0,6.0,56004.0,17.0,9589.0,1911.0
331,1.0,883.0,397.0,151.0,123.0,6327.0,8.0,9447.0,5.0,58595.0,17.0,9896.0,1987.0
332,2.0,2049.0,709.0,324.0,203.0,14422.0,15.0,18370.0,3.0,127468.0,24.0,18477.0,4261.0
333,0.75,530.0,281.0,93.0,70.0,4381.0,6.0,6336.0,6.0,47271.0,9.0,6920.0,1449.0
334,2.5,2644.0,1023.0,319.0,233.0,14762.0,18.0,24987.0,4.0,156967.0,39.0,23008.0,5485.0
335,1.75,1676.0,716.0,228.0,204.0,11541.0,13.0,16070.0,2.0,99615.0,26.0,17047.0,3489.0
336,1.0,923.0,399.0,149.0,101.0,6012.0,8.0,9553.0,5.0,59732.0,16.0,9413.0,2006.0
337,0.5,594.0,202.0,70.0,47.0,3353.0,4.0,4353.0,4.0,32666.0,7.0,4708.0,1059.0
338,2.0,1422.0,830.0,321.0,176.0,11742.0,15.0,19461.0,5.0,114404.0,34.0,18495.0,4190.0
339,0.5,552.0,186.0,66.0,62.0,3186.0,4.0,4332.0,6.0,29098.0,6.0,4943.0,997.0
340,3.0,3010.0,1342.0,368.0,286.0,17387.0,23.0,27431.0,5.0,187007.0,53.0,27948.0,5805.0
341,1.25,1332.0,491.0,217.0,153.0,8186.0,10.0,11880.0,2.0,78524.0,21.0,12023.0,2609.0
342,1.0,1097.0,374.0,135.0,95.0,5811.0,8.0,8449.0,6.0,63936.0,14.0,9556.0,2027.0
343,1.5,1298.0,543.0,207.0,175.0,9249.0,12.0,14924.0,6.0,94939.0,24.0,13854.0,2889.0
344,1.25,1010.0,519.0,205.0,128.0,8719.0,9.0,10368.0,5.0,72673.0,22.0,12061.0,2384.0
345,1.25,1077.0,497.0,209.0,123.0,8331.0,9.0,11248.0,6.0,80079.0,16.0,11782.0,2613.0
346,1.75,1280.0,744.0,221.0,153.0,10014.0,14.0,17212.0,4.0,106106.0,26.0,16892.0,3642.0
347,2.5,2733.0,1110.0,303.0,205.0,18127.0,18.0,21262.0,3.0,142393.0,29.0,24698.0,4710.0
348,1.0,870.0,375.0,140.0,107.0,5756.0,7.0,9244.0,5.0,65910.0,11.0,9862.0,1902.0
349,2.5,2815.0,1038.0,442.0,214.0,16738.0,19.0,20900.0,6.0,154448.0,41.0,23228.0,4879.0
350,1.5,1308.0,608.0,256.0,142.0,8931.0,11.0,13549.0,6.0,88465.0,21.0,14373.0,2999.0
351,1.0,935.0,406.0,133.0,104.0,6462.0,8.0,9234.0,4.0,60933.0,16.0,9642.0,2117.0
352,1.0,929.0,392.0,138.0,78.0,7067.0,8.0,8547.0,2.0,59251.0,18.0,9784.0,1978.0
353,0.5,433.0,185.0,78.0,54.0,2975.0,4.0,4448.0,6.0,32873.0,6.0,4896.0,1001.0
354,3.0,2831.0,1234.0,532.0,291.0,18792.0,22.0,29145.0,4.0,171148.0,39.0,27715.0,6095.0
355,0.75,850.0,273.0,102.0,71.0,4548.0,6.0,6571.0,6.0,46291.0,9.0,7188.0,1423.0
356,1.5,1192.0,567.0,229.0,136.0,9126.0,12.0,14759.0,4.0,91740.0,25.0,14448.0,2942.0
357,0.5,581.0,222.0,82.0,46.0,3336.0,4.0,4273.0,5.0,29043.0,6.0,4863.0,1017.0
358,0.75,747.0,293.0,118.0,76.0,5281.0,5.0,6734.0,3.0,43163.0,13.0,7064.0,1631.0
359,0.5,491.0,183.0,80.0,55.0,3000.0,4.0,4966.0,6.0,32655.0,6.0,4898.0,994.0
360,3.0,2161.0,1176.0,480.0,275.0,17961.0,23.0,26712.0,4.0,194784.0,35.0,29089.0,6552.0
361,3.0,3111.0,1342.0,539.0,296.0,19867.0,24.0,25799.0,6.0,194897.0,43.0,28933.0,6459.0
362,0.5,419.0,186.0,73.0,51.0,3034.0,4.0,4270.0,5.0,32077.0,6.0,4700.0,1036.0
363,2.5,2471.0,926.0,332.0,256.0,15413.0,20.0,20991.0,2.0,141601.0,38.0,23334.0,5219.0
364,2.5,1767.0,1119.0,341.0,261.0,17847.0,19.0,22990.0,3.0,144285.0,31.0,24576.0,5008.0
365,2.0,1794.0,761.0,350.0,179.0,14170.0,14.0,18024.0,5.0,112674.0,33.0,19560.0,4047.0
366,1.5,1385.0,624.0,236.0,133.0,10171.0,11.0,12728.0,3.0,93714.0,21.0,13862.0,2834.0
367,0.5,533.0,202.0,90.0,45.0,3328.0,4.0,4220.0,3.0,29021.0,9.0,4684.0,1059.0
368,3.0,2257.0,1098.0,462.0,328.0,18776.0,24.0,28534.0,5.0,185086.0,52.0,28075.0,6350.0
369,0.75,548.0,279.0,111.0,72.0,4444.0,6.0,6008.0,3.0,44975.0,9.0,7370.0,1485.0
370,3.0,2942.0,1113.0,495.0,301.0,21759.0,22.0,24417.0,4.0,192738.0,52.0,29469.0,5645.0
371,2.5,2685.0,1070.0,388.0,299.0,18196.0,20.0,21471.0,3.0,162626.0,42.0,24332.0,4964.0
372,0.75,851.0,327.0,98.0,89.0,4613.0,6.0,6780.0,2.0,45888.0,9.0,7105.0,1550.0
373,2.0,2193.0,854.0,292.0,230.0,12370.0,14.0,19985.0,2.0,116077.0,35.0,19412.0,4360.0
374,2.5,2479.0,1001.0,389.0,281.0,17729.0,18.0,23580.0,6.0,160119.0,37.0,24356.0,5130.0
375,2.0,2126.0,893.0,336.0,240.0,12852.0,15.0,19421.0,3.0,129491.0,31.0,19547.0,3840.0
376,2.5,2251.0,999.0,410.0,236.0,15873.0,19.0,24539.0,6.0,160676.0,30.0,24595.0,5296.0
377,1.75,1965.0,670.0,236.0,151.0,12220.0,13.0,15676.0,2.0,107097.0,23.0,16458.0,3662.0
378,3.0,2782.0,1117.0,470.0,347.0,19125.0,22.0,27599.0,5.0,185556.0,34.0,28500.0,6115.0
379,0.75,844.0,278.0,114.0,58.0,4566.0,5.0,6512.0,4.0,44550.0,13.0,7141.0,1561.0
380,1.25,1325.0,550.0,191.0,97.0,7117.0,10.0,10174.0,6.0,72487.0,18.0,11892.0,2506.0
381,1.5,1702.0,649.0,194.0,186.0,9725.0,11.0,14592.0,6.0,92023.0,25.0,13803.0,3169.0
382,2.5,1778.0,1094.0,396.0,214.0,15749.0,18.0,24837.0,4.0,156553.0,40.0,24103.0,5399.0
383,1.75,1485.0,746.0,288.0,134.0,12054.0,14.0,16055.0,4.0,110073.0,28.0,17173.0,3345.0
384,2.0,1523.0,806.0,327.0,207.0,11825.0,15.0,19662.0,5.0,113969.0,23.0,19436.0,3951.0
385,3.0,2664.0,1232.0,374.0,258.0,17867.0,24.0,27561.0,3.0,176260.0,49.0,28044.0,6095.0
386,0.5,368.0,197.0,85.0,58.0,2882.0,4.0,4163.0,4.0,30172.0,8.0,4913.0,989.0
387,1.0,1121.0,372.0,169.0,104.0,7188.0,7.0,8372.0,3.0,64034.0,16.0,9300.0,2024.0
388,1.5,1623.0,594.0,217.0,173.0,9396.0,11.0,14711.0,6.0,90041.0,24.0,13909.0,3201.0
389,0.75,594.0,312.0,108.0,94.0,4496.0,6.0,6303.0,3.0,46309.0,13.0,7169.0,1582.0
390,2.5,2332.0,1112.0,331.0,313.0,15289.0,18.0,20116.0,5.0,152492.0,34.0,24347.0,5476.0
391,2.5,2283.0,1108.0,402.0,291.0,14763.0,19.0,23342.0,6.0,155306.0,42.0,23978.0,5057.0
392,2.5,2193.0,925.0,388.0,287.0,16021.0,18.0,23596.0,2.0,163749.0,40.0,23939.0,5272.0
393,1.5,1788.0,637.0,242.0,152.0,10783.0,11.0,14032.0,4.0,98478.0,20.0,14481.0,3272.0
394,2.0,1885.0,886.0,276.0,180.0,11462.0,15.0,17043.0,3.0,115437.0,28.0,19273.0,4011.0
395,0.5,434.0,221.0,82.0,40.0,3342.0,4.0,4868.0,5.0,30374.0,7.0,4866.0,990.0
396,0.5,369.0,199.0,71.0,47.0,3014.0,4.0,4525.0,5.0,31535.0,6.0,4775.0,948.0
397,1.75,1926.0,683.0,255.0,208.0,11255.0,13.0,17025.0,5.0,102403.0,23.0,16123.0,3811.0
398,1.25,973.0,479.0,174.0,154.0,9086.0,10.0,11477.0,4.0,72063.0,20.0,12171.0,2464.0
399,3.0,2291.0,1217.0,451.0,373.0,20761.0,24.0,29635.0,4.0,184127.0,40.0,28848.0,6265.0
400,3.0,2738.0,1260.0,521.0,337.0,20820.0,22.0,29211.0,2.0,189908.0,45.0,28026.0,6385.0
401,1.25,1348.0,552.0,195.0,98.0,8531.0,9.0,11766.0,4.0,73750.0,17.0,12098.0,2352.0
402,1.0,714.0,354.0,135.0,87.0,6549.0,7.0,9151.0,6.0,63296.0,15.0,9658.0,1890.0
403,3.0,3422.0,1099.0,483.0,238.0,19705.0,24.0,29182.0,2.0,168752.0,38.0,29396.0,6436.0
404,2.0,2388.0,747.0,349.0,229.0,14188.0,15.0,19131.0,3.0,124059.0,25.0,19267.0,4199.0
405,1.25,1051.0,539.0,159.0,97.0,7043.0,10.0,11262.0,5.0,76652.0,21.0,11675.0,2691.0
406,1.5,1436.0,651.0,199.0,129.0,9585.0,11.0,12712.0,4.0,90759.0,26.0,14428.0,2996.0
407,1.0,777.0,383.0,135.0,116.0,6364.0,7.0,9747.0,5.0,59766.0,11.0,9469.0,2195.0
408,1.0,1169.0,384.0,162.0,99.0,5777.0,8.0,9417.0,3.0,59424.0,16.0,9742.0,2028.0
409,2.0,1746.0,781.0,294.0,155.0,12126.0,16.0,19848.0,4.0,120012.0,27.0,19641.0,4317.0
410,1.5,1607.0,558.0,214.0,165.0,9179.0,11.0,14212.0,6.0,98701.0,17.0,14755.0,3169.0
411,0.75,731.0,292.0,112.0,73.0,4388.0,6.0,6683.0,3.0,45757.0,12.0,7176.0,1633.0
412,0.5,443.0,184.0,77.0,45.0,2831.0,4.0,4859.0,2.0,31144.0,8.0,4894.0,1003.0
413,3.0,2640.0,1293.0,529.0,311.0,19806.0,22.0,28404.0,5.0,181490.0,47.0,28540.0,5991.0
414,2.0,1718.0,709.0,312.0,169.0,11331.0,15.0,19979.0,3.0,130320.0,31.0,19361.0,3953.0
415,3.0,3427.0,1203.0,435.0,262.0,20727.0,23.0,25121.0,4.0,180319.0,39.0,28828.0,5941.0
416,1.5,1735.0,608.0,241.0,114.0,9251.0,11.0,14288.0,5.0,91271.0,19.0,14573.0,2936.0
417,3.0,2425.0,1246.0,484.0,373.0,21488.0,22.0,27116.0,4.0,191354.0,40.0,27882.0,5810.0
418,0.75,648.0,305.0,106.0,63.0,4223.0,6.0,7237.0,3.0,43344.0,12.0,7292.0,1543.0
419,2.0,1505.0,804.0,358.0,176.0,13558.0,15.0,17416.0,2.0,122815.0,32.0,19235.0,4264.0
420,3.0,2819.0,1157.0,512.0,323.0,19456.0,24.0,26978.0,5.0,174645.0,41.0,29160.0,6598.0
421,0.5,374.0,215.0,84.0,48.0,3129.0,4.0,4202.0,4.0,30916.0,6.0,4828.0,962.0
422,3.0,2982.0,1051.0,513.0,332.0,21574.0,23.0,29725.0,6.0,182444.0,40.0,28784.0,6007.0
423,2.5,2260.0,890.0,373.0,251.0,16167.0,20.0,20133.0,6.0,141835.0,35.0,23765.0,5301.0
424,2.5,2480.0,1009.0,420.0,209.0,17913.0,18.0,20174.0,2.0,161858.0,45.0,23258.0,5218.0
425,1.25,1034.0,438.0,170.0,128.0,9016.0,10.0,11518.0,3.0,74674.0,19.0,11719.0,2575.0
426,1.75,1695.0,641.0,212.0,211.0,10320.0,13.0,14989.0,4.0,113265.0,23.0,17275.0,3398.0
427,1.0,1181.0,356.0,146.0,94.0,6091.0,7.0,9444.0,5.0,56597.0,15.0,9306.0,1894.0
428,1.75,1743.0,632.0,281.0,171.0,11870.0,13.0,17346.0,4.0,102496.0,25.0,16141.0,3489.0
429,0.75,604.0,299.0,103.0,70.0,4510.0,5.0,6955.0,5.0,43721.0,8.0,7101.0,1596.0
430,2.0,2035.0,829.0,322.0,211.0,13210.0,15.0,19905.0,5.0,127468.0,32.0,19723.0,4184.0
431,1.0,1195.0,409.0,136.0,92.0,6728.0,8.0,8573.0,6.0,59720.0,16.0,9542.0,2168.0
432,2.0,1947.0,858.0,300.0,243.0,12321.0,16.0,18780.0,3.0,124242.0,27.0,19221.0,3821.0
433,0.75,894.0,305.0,110.0,73.0,5289.0,6.0,6809.0,3.0,47178.0,12.0,6986.0,1518.0
434,1.75,1336.0,614.0,295.0,152.0,12710.0,13.0,16553.0,3.0,104466.0,23.0,16657.0,3691.0
435,2.5,2250.0,1069.0,314.0,204.0,17831.0,20.0,23592.0,6.0,147582.0,40.0,23308.0,5480.0
436,1.75,1504.0,649.0,306.0,184.0,12610.0,14.0,17390.0,2.0,105553.0,30.0,16197.0,3613.0
437,1.75,1637.0,775.0,303.0,212.0,11315.0,13.0,16513.0,6.0,105085.0,24.0,16563.0,3564.0
438,1.75,2013.0,766.0,313.0,157.0,11213.0,12.0,14675.0,2.0,101241.0,24.0,16732.0,3643.0
439,0.75,882.0,291.0,129.0,65.0,4530.0,5.0,6323.0,5.0,46354.0,9.0,7251.0,1574.0
440,1.5,1517.0,601.0,217.0,169.0,8588.0,11.0,14985.0,6.0,91874.0,20.0,14016.0,3173.0
441,2.0,2161.0,838.0,305.0,226.0,12980.0,15.0,17099.0,2.0,114889.0,34.0,19234.0,4161.0
442,0.75,857.0,333.0,110.0,72.0,4577.0,6.0,6259.0,3.0,45405.0,12.0,7289.0,1606.0
443,1.75,2070.0,767.0,216.0,145.0,10572.0,13.0,15182.0,2.0,108857.0,25.0,17217.0,3529.0
444,1.75,1822.0,786.0,293.0,135.0,12247.0,13.0,16383.0,2.0,108298.0,24.0,17023.0,3535.0
445,1.75,1347.0,761.0,302.0,136.0,9999.0,13.0,14088.0,4.0,98405.0,22.0,17118.0,3727.0
446,2.0,1976.0,889.0,311.0,162.0,13791.0,15.0,19286.0,4.0,121924.0,29.0,19702.0,4344.0
447,1.5,1174.0,604.0,186.0,153.0,10112.0,12.0,12521.0,2.0,89356.0,19.0,13856.0,2924.0
448,1.0,1015.0,377.0,154.0,123.0,7167.0,7.0,8570.0,3.0,59468.0,15.0,9338.0,2085.0
449,2.5,2307.0,957.0,344.0,197.0,16573.0,20.0,21895.0,5.0,140537.0,43.0,24564.0,5105.0
450,1.75,1303.0,710.0,226.0,136.0,10617.0,14.0,15302.0,3.0,112725.0,21.0,16331.0,3558.0
451,2.0,1994.0,772.0,307.0,162.0,12018.0,15.0,18761.0,3.0,113111.0,33.0,18652.0,4225.0
452,0.75,779.0,284.0,97.0,62.0,4500.0,6.0,6478.0,3.0,46835.0,10.0,6948.0,1602.0
453,1.25,1181.0,451.0,180.0,139.0,7665.0,9.0,10753.0,4.0,81239.0,16.0,11685.0,2539.0
454,2.0,2367.0,846.0,241.0,199.0,13385.0,15.0,18481.0,5.0,118456.0,28.0,18932.0,4014.0
455,0.5,469.0,217.0,72.0,57.0,3585.0,4.0,4571.0,4.0,31033.0,6.0,4883.0,1010.0
456,3.0,2603.0,1193.0,439.0,366.0,18732.0,23.0,26988.0,5.0,172386.0,36.0,27924.0,6257.0
457,0.75,851.0,266.0,111.0,61.0,5113.0,6.0,6794.0,5.0,44163.0,9.0,6975.0,1528.0
458,3.0,2527.0,1110.0,392.0,353.0,18747.0,23.0,26742.0,3.0,189431.0,42.0,28353.0,6107.0
459,0.5,557.0,203.0,63.0,46.0,3438.0,4.0,4475.0,2.0,30451.0,8.0,4777.0,1045.0
460,1.0,755.0,368.0,163.0,98.0,6534.0,7.0,8298.0,5.0,56994.0,17.0,9769.0,2139.0
