Cultivated area (hec),Tillage (frequency),Operations (frequency),Seed (Kg),Seeding (frequency),Urea (kg),Phosphate  (kg),Potash (kg),Micronutrients (Kg),Carrying (kg),Fertilizing (frequency),Insecticide (lit),Herbicide (lit),Spraying (frequency),Cultivator (frequency),Water (m3),Irrigation (frequency),Harvesting (frequency),Loading & unloading (kg),yield (kg),Diesel (lit),Electricity (kwh),Calculated carbon emission (kg co2-eq),Carbon emission-CFT (kg co2-eq)
1.5,2,2,13,2,4,270,2.8,5,324,3,7,3.5,1,2,10760,6,3,19413,19413,114,8383,4087,5082
2.5,2,2,30,1,20,540,11.4,6,507,3,9,4.6,2,2,20585,5,5,29846,29846,191,12565,6583,7775
3,2,1,26,3,20,566,11.7,12,621,2,10,7,1,2,25314,5,4,35693,35693,199,15645,8998,9470
0.75,2,2,5,2,4,155,1.8,4,156,1,3,1.7,2,1,5858,5,3,7912,7912,55,3680,2080,2278
0.75,2,2,7,1,6,152,2.9,2,148,1,3,1.7,2,2,6003,5,3,8791,8791,51,3566,1978,2203
3,2,1,28,2,11,614,2.5,22,628,2,15,7.6,2,1,22614,5,4,35410,35410,225,17272,7417,10496
2.5,1,1,23,1,22,520,2.5,1,495,1,12,5.5,1,1,20813,6,5,27396,27396,145,13171,6898,7967
2.5,1,1,25,1,13,488,9.8,14,486,1,12,4.8,1,1,19060,6,3,29909,29909,145,13891,6457,8312
1.5,2,1,19,2,14,285,3.4,10,329,3,8,2.8,2,1,12830,6,5,19441,19441,102,8272,4319,5001
1.5,2,2,16,3,11,271,3.2,7,321,1,6,3.4,1,1,12033,9,3,18031,18031,108,8581,3762,5158
3,2,1,39,2,29,566,4.2,15,629,2,13,5.9,1,2,24041,8,3,33834,33834,169,17099,7701,10158
1.5,1,1,17,2,6,296,6.5,7,321,1,6,2.8,1,2,12868,7,4,18330,18330,96,7208,3929,4415
1.5,2,1,12,1,6,311,4.6,9,328,1,8,2.9,2,2,11259,5,6,17980,17980,87,8496,4666,5095
0.5,2,1,7,3,2,106,2.1,3,106,2,2,1.1,2,1,3661,7,5,6673,6673,29,2438,1311,1488
0.5,1,2,4,2,4,92,1.5,4,94,3,2,1.1,2,1,3551,7,6,6359,6359,38,2817,1454,1704
1.25,2,1,11,3,8,235,1.2,2,239,3,6,2.4,1,1,10148,7,5,13356,13356,69,6234,3190,3764
2.5,1,2,28,3,18,491,5.3,11,544,3,11,6.4,1,2,19621,7,3,26977,26977,152,13410,6105,8089
1.75,1,1,11,2,13,319,4.7,10,328,3,6,3.7,2,2,14585,9,3,18755,18755,129,8093,5494,5010
2,1,1,24,2,18,378,9.4,0,383,2,8,5,1,2,15753,8,5,23339,23339,117,9694,6316,5893
1.5,2,2,14,2,9,303,6.6,7,318,3,8,3.6,1,1,10738,6,4,18917,18917,101,7696,4582,4717
0.5,2,2,4,2,3,98,0.7,3,104,2,2,0.9,2,1,4216,7,6,5819,5819,25,2633,1481,1570
2.5,1,2,21,3,10,490,6.2,16,519,3,13,4.8,2,2,21087,9,6,33309,33309,145,13040,6211,7876
2,1,2,26,3,16,387,2.9,15,428,3,10,4.1,2,1,16209,8,4,23097,23097,108,11111,6149,6627
3,1,1,39,3,11,630,0.1,9,597,1,14,5.6,2,1,22141,5,3,36549,36549,159,16851,7021,10056
0.75,1,2,7,3,4,158,2,1,150,1,4,1.6,1,2,5819,7,5,9185,9185,58,3554,2097,2231
2,1,1,19,2,16,384,0.3,11,437,2,7,5.1,2,1,16053,8,5,24310,24310,149,9254,6108,5759
0.5,2,2,5,3,1,98,1.9,4,101,1,2,1.3,1,2,3585,9,4,6296,6296,40,2826,1375,1722
3,1,1,24,2,20,538,0.9,16,646,1,15,6.7,1,2,21734,5,6,38566,38566,223,16293,9385,9903
2,2,1,28,1,19,388,8.6,10,405,3,7,4.8,2,1,16832,7,4,21968,21968,131,9474,5958,5819
1.5,2,2,15,3,9,267,1.4,2,330,1,5,2.8,1,2,11590,8,3,18984,18984,114,7361,3618,4518
2,2,1,21,2,20,377,5.1,13,414,1,10,4.3,2,1,14681,7,3,24826,24826,104,9541,5231,5782
2.5,2,2,27,2,10,452,8.9,18,549,3,9,5.1,2,2,20374,7,6,32993,32993,154,11512,6435,7036
1.75,2,2,12,3,13,340,8,10,357,3,9,4,2,1,14880,7,5,23512,23512,134,9511,5104,5818
3,1,2,28,1,15,635,10.3,18,599,3,15,6.2,1,1,25287,9,3,31837,31837,234,16751,7379,10256
1.75,2,1,21,3,5,341,3.5,9,350,1,5,3.9,1,2,14599,8,4,20338,20338,94,10115,4586,5975
2,1,1,21,1,15,359,5.5,4,402,1,9,4.4,1,2,15984,8,3,25745,25745,107,11090,6304,6583
3,1,2,18,1,10,596,14.9,1,606,1,14,5.7,1,2,21476,9,5,37602,37602,172,17091,7713,10195
1.25,1,1,18,3,5,265,3.6,6,249,3,5,2.9,2,2,10263,7,5,13268,13268,93,6781,3931,4147
1.75,1,1,20,1,15,342,3.4,10,355,2,8,4.5,2,1,14934,5,6,23513,23513,92,9268,5115,5556
0.5,2,1,4,2,4,106,2.4,1,101,3,2,1.1,2,2,3552,7,5,6477,6477,40,2422,1308,1514
1.75,1,1,12,1,6,331,6.3,0,359,3,6,4.4,2,2,12469,5,6,22936,22936,129,10049,4896,6054
0.75,2,1,11,2,4,149,0.1,3,155,3,4,1.7,1,1,5264,8,5,8669,8669,56,3542,1851,2212
3,2,2,33,2,25,634,1.5,20,598,3,13,7.3,1,2,21470,7,5,38400,38400,215,17150,7669,10397
0.75,1,1,10,1,4,137,1,3,145,1,4,1.7,1,2,5363,8,4,8701,8701,43,4079,2264,2444
1.75,2,2,15,3,4,318,2.6,13,356,1,9,3.7,2,2,14924,7,5,21518,21518,87,9279,4584,5528
0.75,1,1,10,1,4,159,3.2,2,150,3,3,1.9,2,2,5948,5,4,9809,9809,54,3683,1835,2281
0.5,1,2,6,3,2,95,0.1,0,106,1,2,0.9,2,1,3521,7,3,6034,6034,37,2610,1485,1593
0.5,1,2,7,1,3,94,0.3,3,110,3,2,1.3,2,1,3787,9,4,5499,5499,35,2735,1370,1655
1,2,1,6,1,4,215,3.8,4,201,2,5,2.1,1,1,8052,9,6,12052,12052,56,4733,2571,2906
1,1,2,12,2,2,215,1.7,2,208,3,4,1.9,2,1,7515,5,4,12913,12913,68,4640,2988,2884
1,1,1,7,2,9,203,2,1,196,3,4,2,1,1,7945,7,6,13164,13164,74,5414,2646,3300
1.25,2,1,17,2,4,269,3.2,2,270,1,5,3.2,2,2,9514,9,4,15269,15269,85,6462,3392,3960
2,2,2,24,2,8,387,2,9,390,2,9,4.8,2,2,14039,7,5,21865,21865,151,9919,5639,6132
2.5,2,2,32,2,8,530,7.3,12,490,1,12,5,1,2,18298,7,4,33223,33223,172,12560,7981,7734
1.5,2,1,12,2,9,323,1.3,1,314,3,7,3.1,1,1,10775,9,4,17049,17049,97,7928,3605,4831
2.5,2,1,27,2,15,469,9.7,4,519,2,11,5.7,1,2,19992,7,3,28809,28809,137,13853,5770,8250
1.75,2,1,21,1,7,315,8.1,5,381,3,9,3.6,2,2,13366,9,4,22805,22805,122,8957,4579,5465
3,1,1,33,3,18,626,7.8,15,583,2,13,7.6,1,2,23343,7,3,31831,31831,179,15308,8186,9313
1.75,1,1,15,3,9,369,6.5,0,382,2,9,3.2,1,1,14471,6,5,18548,18548,134,8519,4822,5314
2.5,2,1,21,2,18,512,0.8,18,505,1,9,4.8,2,1,18969,5,4,30845,30845,151,12430,7212,7557
1.5,2,2,15,1,13,316,6.5,4,318,1,6,3.3,1,2,12069,9,3,16886,16886,113,7039,3880,4400
0.5,1,1,5,3,4,91,1.3,2,102,3,3,1.1,1,1,4083,8,4,5410,5410,28,2629,1288,1582
0.75,1,1,11,1,4,138,2.8,2,141,3,3,1.5,2,1,5644,6,5,8696,8696,56,3933,2288,2398
2,1,2,29,3,14,424,2.6,5,398,2,9,5.1,1,1,15156,9,6,22236,22236,96,9647,6305,5851
1.75,2,2,15,2,4,367,8.2,12,350,3,8,4.3,1,1,13208,7,3,23053,23053,87,8336,4721,5070
1.5,1,2,20,2,9,309,5.1,10,322,3,8,3.3,2,2,12368,8,3,18850,18850,110,8103,4327,4962
2,2,2,16,2,10,417,2.1,5,415,2,11,5.1,1,2,16790,8,6,21847,21847,110,10169,4899,6181
1.75,1,2,18,2,16,347,7.4,10,354,2,8,3.9,2,2,13322,7,4,18378,18378,116,8804,4725,5386
1,1,2,7,2,3,182,3.6,4,204,3,3,2.4,1,2,7971,5,5,10628,10628,53,5013,2343,3001
1.5,1,1,14,1,5,288,6.9,4,283,1,6,2.9,1,2,10732,6,4,20137,20137,85,7331,4497,4439
0.5,2,1,6,1,2,97,0,1,105,1,2,0.9,2,1,3562,6,5,5489,5489,26,2416,1159,1458
0.75,2,1,6,3,7,150,3,2,161,1,3,1.5,2,2,6025,9,5,9019,9019,52,3526,1994,2182
