Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
3,2,2,345,2,298,192,10.2,9,782,2,3.6,7.9,2,1,12174,2,2,4881,4881,203,21609,27454,13836
2.5,2,2,238,1,274,143,2.7,22,548,3,3.5,5.7,1,1,13271,3,1,4369,4369,161,14511,23012,9723
1,1,1,121,2,121,48,3.7,12,283,1,1.3,1.9,2,1,4483,4,1,1615,1615,49,6158,9264,4076
1.5,1,1,137,2,181,63,5.8,19,374,1,0.8,2.5,1,2,7336,4,1,2880,2880,107,13882,13486,8704
3,1,2,353,3,336,173,12.9,6,612,2,3.8,6.1,1,1,14027,4,2,5890,5890,198,25955,27759,16311
1.25,2,1,140,3,152,61,4.8,4,286,1,1.1,2.3,2,1,6863,4,2,2446,2446,73,9796,11444,6261
1.5,2,1,155,3,166,95,6.4,17,323,3,1.5,2.4,2,2,6059,4,2,3002,3002,80,11614,13378,7336
3,1,2,380,3,329,178,9,6,713,2,4.2,4.9,2,1,12760,4,1,5562,5562,203,19212,27088,12638
1.25,1,1,127,2,146,69,0.2,4,320,2,1.6,2.2,2,2,6281,3,2,2488,2488,83,7932,11206,5262
2.5,1,1,222,3,270,117,10.3,36,716,3,3.4,6.2,2,2,12839,4,2,4092,4092,160,18346,22358,11778
1.75,1,1,217,1,192,90,2.6,14,464,1,1.9,4.8,2,2,8080,2,2,2908,2908,92,11243,16244,7335
0.5,2,2,60,1,50,34,0,7,131,1,0.6,1.1,1,1,2305,3,1,805,805,26,3566,4516,2261
1.25,2,1,125,3,121,52,3.2,4,301,2,1.7,2.4,2,2,5746,2,2,2633,2633,62,8935,11510,5629
1.25,1,2,159,3,141,71,5.8,7,337,1,0.9,2.1,1,2,6499,3,1,2465,2465,66,8250,11613,5350
1.25,1,1,107,3,128,51,1.3,4,275,3,1.7,2.6,2,2,5740,4,1,2307,2307,90,7927,11355,5206
1.75,2,2,183,2,192,116,0.9,26,500,3,1.5,2.7,1,2,8771,3,1,3641,3641,85,11710,16117,7528
1.25,2,1,115,1,126,51,0.7,14,356,1,1.2,2.6,1,2,5207,3,2,2640,2640,82,11418,11333,7051
0.5,1,2,55,3,48,31,0.2,1,131,2,0.4,1.2,2,2,2630,2,1,925,925,35,2752,4520,1839
3,1,2,368,2,297,155,7.6,44,732,3,2.6,7.5,2,1,12511,4,2,5067,5067,209,22202,27684,14149
0.75,1,1,80,2,92,45,1.3,9,207,1,0.7,2,2,1,4117,2,2,1437,1437,46,6981,6936,4374
2,2,2,237,1,211,127,6.5,13,475,1,1.2,4.1,2,1,8125,3,2,3294,3294,103,16394,18549,10220
1.75,2,2,202,2,161,80,0.7,22,474,3,2.2,4.3,1,1,7808,2,1,3620,3620,92,15144,16206,9295
2,2,1,257,1,203,117,8.4,22,520,2,1.3,3.1,1,1,9895,2,2,3412,3412,110,11063,18175,7311
2,1,1,177,1,223,92,6.9,16,451,2,2.3,3.7,2,2,9218,2,2,3627,3627,138,12489,18347,8278
1.5,1,2,140,3,183,93,4,8,337,2,1.9,2.6,2,2,6128,3,1,3116,3116,100,9212,13581,6186
0.75,1,1,95,2,82,46,0.8,2,193,2,1,1.9,2,1,4043,2,1,1504,1504,51,7079,6943,4399
2,1,2,213,1,225,89,6.3,28,519,3,2.8,4.8,1,1,9765,3,1,3235,3235,132,17974,18327,11254
1.75,2,2,174,3,205,95,2.5,26,376,2,1.7,3.2,1,2,9776,3,2,2858,2858,84,11572,15837,7518
1.75,2,2,200,1,196,109,3.3,21,462,2,2.3,3.7,1,2,7895,3,2,3388,3388,119,11603,16218,7619
1.75,1,1,185,2,217,102,7.1,21,359,3,1.8,4,1,2,7787,2,1,3540,3540,126,16388,15891,10318
0.5,1,2,65,3,61,30,1.8,0,124,3,0.6,1.3,2,2,2287,4,2,893,893,24,2871,4648,1932
0.75,1,1,73,1,81,51,0.5,9,215,1,0.8,1.4,2,2,3728,2,2,1560,1560,36,6240,6797,3885
2.5,2,2,255,2,266,107,9.1,6,643,2,2.4,5.8,1,1,12828,3,2,4658,4658,176,14191,22919,9547
1.25,2,2,121,2,146,64,3.2,4,332,1,0.8,3.1,1,1,5557,2,1,2209,2209,60,10513,11165,6590
1.5,2,2,189,3,147,90,5.7,20,412,1,1.3,3.4,2,2,7431,3,2,2607,2607,91,10023,13423,6440
1.5,2,1,182,2,145,94,1.9,20,330,1,2.1,3,2,1,7328,2,2,2552,2552,83,9032,13923,5873
1.25,1,2,161,2,115,74,5.4,1,328,2,1.5,3.5,1,1,5262,2,1,2576,2576,66,7533,11416,4875
2,2,2,218,3,244,110,3.8,5,404,1,2,3,2,2,10252,4,2,3717,3717,140,17917,17874,11296
0.75,1,2,78,2,81,42,3.2,2,197,1,0.9,1.8,1,1,3468,2,2,1257,1257,47,4771,6966,3133
1,2,2,89,2,118,49,4.5,2,236,3,1,1.6,2,1,4361,2,2,2102,2102,71,6365,9217,4234
1,2,1,104,3,112,42,0,3,219,2,1.1,2.1,2,2,4438,4,2,1872,1872,70,8737,8953,5493
0.75,2,2,88,1,72,43,2.4,9,172,2,0.5,2,2,1,3096,3,2,1576,1576,39,6693,6723,4104
1.25,1,1,129,1,130,77,3.7,17,334,2,1.1,2.3,1,1,6121,2,2,2119,2119,61,11571,11268,7084
0.75,2,1,77,1,87,46,2.8,5,212,2,0.8,1.7,1,2,4193,4,1,1534,1534,46,5744,6800,3680
1.25,2,2,136,3,154,59,4.8,9,307,2,0.7,2.8,1,2,6828,4,2,2496,2496,77,10934,11404,6900
0.75,1,1,91,3,80,30,0.5,3,190,1,1,1.3,1,1,3501,2,1,1296,1296,45,4762,6972,3109
1.75,2,2,217,3,211,118,8.6,25,454,2,1.3,3.6,1,2,7586,4,2,3471,3471,104,13501,15722,8653
1.5,2,2,190,3,168,87,6,6,354,1,0.9,4,2,1,6634,3,2,3039,3039,87,12991,13405,8130
2,2,2,201,3,242,134,0.6,29,441,1,1.1,4.2,2,1,10146,2,2,4282,4282,118,18045,18377,11299
0.5,1,1,59,1,51,25,1.7,2,130,1,0.4,1,2,1,2498,2,2,968,968,34,3824,4648,2425
1,2,2,123,3,99,44,1.4,10,216,2,0.9,2.5,2,2,5326,4,1,2093,2093,68,7482,9189,4755
3,2,1,318,3,349,127,5.1,37,627,3,2.9,5.2,2,1,15530,2,1,5002,5002,148,24106,26996,15187
2.5,1,2,272,1,299,102,7,15,596,2,1.7,6.3,2,2,10374,3,2,4518,4518,154,13980,22287,9513
2,1,2,255,2,221,135,3.9,13,477,3,2.7,5.4,2,1,11024,4,1,4053,4053,119,12593,18321,8302
1.5,1,1,188,3,180,89,5,17,427,3,0.8,4.1,1,1,8277,3,2,3156,3156,99,8485,13354,5789
0.5,1,1,57,2,60,24,0.1,7,130,3,0.6,1.1,2,2,2582,2,1,820,820,27,2983,4465,1993
3,1,2,318,3,354,145,8.2,35,822,3,2.5,7.9,2,1,13305,4,2,5928,5928,211,19416,27693,12913
2.5,1,2,325,1,233,113,0.8,30,585,2,1.3,6.9,2,2,13196,2,1,4731,4731,128,20268,22506,12535
2,1,1,187,2,222,87,9.7,2,557,1,1.5,4.6,1,1,9523,4,2,4127,4127,138,13481,18596,8814
3,2,1,341,3,371,135,4.3,30,841,1,4.2,5.3,1,1,15065,4,2,6120,6120,216,21616,27327,14170
0.5,1,1,56,3,51,23,0.9,3,110,1,0.4,1.2,1,2,2126,4,1,897,897,36,3690,4536,2362
3,2,1,367,1,305,198,9.6,39,848,1,4.1,6.8,1,2,13492,3,2,4805,4805,166,26729,27698,16506
1.75,2,2,166,2,173,113,1.2,6,413,2,1.9,2.6,2,1,9512,3,2,2977,2977,116,11191,16249,7261
2,2,1,241,2,191,126,9.4,2,421,2,1,3.3,1,2,9344,2,2,4167,4167,141,17662,18411,10917
1,1,1,99,2,108,50,4.7,10,249,1,0.7,2.4,2,1,4349,3,1,1861,1861,69,6510,9058,4271
1.25,1,1,138,1,136,83,0,13,259,3,1.4,2.2,2,2,5809,3,2,2662,2662,69,9192,11610,5853
0.75,1,2,64,1,79,50,3.7,2,209,1,0.6,1.6,2,2,3546,3,2,1309,1309,42,6295,6826,3925
0.5,2,1,45,2,47,30,2.2,5,107,2,0.4,1.2,2,2,2570,4,2,875,875,28,4680,4649,2854
2,2,2,171,2,229,111,5.3,29,476,2,1,4.1,2,2,8986,2,1,4250,4250,131,16610,17804,10501
0.5,2,1,62,3,61,30,1.8,2,118,2,0.5,1,1,1,2041,2,2,1075,1075,32,3887,4535,2499
1.25,2,2,109,1,113,72,2.5,14,266,3,0.7,3.4,1,1,5269,2,1,2042,2042,81,10743,11148,6634
2.5,1,1,317,3,287,108,12.5,34,605,2,3.3,3.9,2,1,12642,2,2,4598,4598,138,23298,23027,14421
1,2,1,99,1,116,48,3.6,14,266,3,1.2,2,1,2,5034,2,2,1789,1789,52,7534,9296,4806
2,2,2,189,3,198,136,3.3,1,526,1,2.1,3.4,1,2,10479,2,1,3760,3760,129,14530,18484,9235
2,1,2,214,1,216,125,9.7,26,403,2,1.2,5.3,1,2,9627,3,1,4206,4206,116,16310,18197,10258
3,2,1,268,1,368,121,4.7,23,817,2,2.7,6,2,2,13976,3,2,5669,5669,182,26219,26791,16529
1.25,1,2,125,3,119,60,4,1,336,3,1.1,2.1,1,1,5683,3,1,2182,2182,73,10397,11265,6432
1,1,2,128,2,106,63,3.3,8,257,2,0.6,1.6,1,1,4409,2,1,2006,2006,51,6362,9076,4112
0.5,1,2,50,3,46,25,1.2,1,118,1,0.7,1,2,1,2590,2,2,934,934,30,3513,4633,2225
2.5,2,1,260,2,248,116,3.3,11,524,1,1.4,4.6,1,1,12182,4,1,4871,4871,174,23838,22707,14637
1.5,2,1,168,2,183,91,6.5,5,340,1,1.1,2.9,2,1,6524,3,2,2473,2473,79,10439,13660,6779
1.75,1,1,199,1,173,70,5.9,12,367,1,1.6,4.5,2,2,9238,2,1,3132,3132,119,11368,15942,7391
0.5,2,1,60,1,48,22,1.9,3,118,1,0.5,1.3,2,1,2329,2,2,864,864,32,3745,4452,2368
2.5,1,2,230,3,275,117,4.3,36,544,2,1.9,3.8,2,1,12398,4,1,4117,4117,122,16998,23017,10897
1.75,2,1,176,1,209,74,3.4,9,368,3,1.2,4.6,2,1,8101,3,1,3239,3239,97,13691,16248,8736
2.5,2,1,300,3,239,147,3,17,575,3,3.1,6.9,2,2,10484,3,2,5331,5331,125,16413,22359,10495
2,1,1,199,2,185,87,6.1,16,531,2,2.7,5.5,1,2,8389,3,2,3321,3321,143,19198,17836,11778
2.5,2,1,312,2,288,166,6,28,548,2,3,5.2,2,1,13797,2,1,4237,4237,149,20182,23180,12799
0.75,2,1,74,1,94,36,1.8,1,171,1,1,1.7,2,1,3804,4,2,1465,1465,46,6606,6779,4178
2.5,1,1,278,3,304,156,11.1,36,503,1,2.3,5.2,2,1,12513,4,1,5297,5297,134,15938,22486,10525
1.75,2,2,150,3,162,102,2.5,1,452,2,1.8,3.8,2,2,7404,4,1,2832,2832,89,14713,15615,9047
0.5,2,2,46,1,54,21,0.4,1,122,1,0.5,0.8,2,2,2695,3,2,877,877,26,3298,4514,2127
1.75,2,2,164,3,163,86,7.1,20,447,2,1.4,3.4,1,2,8217,2,1,3704,3704,100,9828,15874,6436
2,1,2,182,2,233,95,2.1,24,519,3,1.9,4.6,2,2,9518,3,1,3856,3856,140,15424,18028,9924
1.5,2,2,161,1,168,77,5.7,7,341,3,0.9,2.4,2,1,6399,2,2,2441,2441,80,12409,13705,7766
0.75,1,2,96,3,74,36,0.2,2,171,3,0.9,1.9,2,2,3329,3,1,1414,1414,38,6102,6957,3793
0.75,2,1,95,2,87,30,3.2,4,150,3,1.1,1.6,2,2,4033,3,1,1400,1400,38,7196,6939,4440
1.25,2,1,162,3,144,67,2.2,8,351,2,0.9,3.2,2,1,6007,2,1,2276,2276,61,6833,11155,4600
1.75,2,2,173,2,183,112,6.6,16,405,3,1,3.6,1,2,9699,3,2,3347,3347,100,10782,16001,7042
1,1,1,103,2,92,50,2.6,12,254,1,0.8,1.6,1,2,4782,3,2,1703,1703,64,9014,8972,5523
1.5,1,1,193,3,170,66,0.2,7,343,3,1.2,2.6,1,1,7836,2,2,2483,2483,102,11218,13648,7206
0.5,1,1,60,2,61,32,1.1,1,140,3,0.4,1,1,2,2612,3,2,1069,1069,30,2763,4559,1885
0.5,1,1,51,2,56,28,0.4,4,127,2,0.7,1.4,2,2,2610,3,1,879,879,36,4393,4544,2771
0.75,2,2,72,3,74,33,1,4,195,2,0.4,2,1,2,3003,3,1,1209,1209,42,7055,6748,4315
