Cultivated area (hec),Tillage (frequency),Operations (frequency),Seed (Kg),Seeding (frequency),Urea (kg),Phosphate  (kg),Potash (kg),Micronutrients (Kg),Carrying (kg),Fertilizing (frequency),Insecticide (lit),Herbicide (lit),Spraying (frequency),Cultivator (frequency),Water (m3),Irrigation (frequency),Harvesting (frequency),Loading & unloading (kg),yield (kg),Diesel (lit),Electricity (kwh),Calculated carbon emission (kg co2-eq),Carbon emission-CFT (kg co2-eq)
1.75,2,1,11,3,724,388,188,19,1201,3,11,7.9,7,1,18852,4,4,99006,99006,4658,34953,25129,37192.2904
2,1,2,4,1,792,389,243,20,1489,1,13,7.4,4,2,18962,5,5,105012,105012,5032,39356,28829,41113.9524
1.75,2,2,9,3,772,364,144,21,1237,3,12,6.9,4,2,19158,6,2,100825,100825,4223,35388,26506,36207.6316
0.5,1,1,3,2,167,106,62,5,328,1,3,1.6,4,2,4839,5,5,29954,29954,1662,10299,7324,11662.7678
1.75,2,2,14,2,606,309,143,22,1242,1,12,6.2,6,1,17366,4,3,105694,105694,5070,36691,25554,38802.4732
1.5,2,2,7,3,619,264,149,12,1112,2,10,6.6,5,1,15874,5,4,84914,84914,5246,32197,22120,36966.7348
0.5,1,2,5,3,189,114,40,5,327,1,3,1.8,4,1,4851,4,2,29229,29229,1290,10065,7309,10448.3702
1.5,2,2,6,1,542,295,135,19,1081,3,10,5,5,2,15820,4,5,85667,85667,5256,29576,21790,35202.264
2.5,2,2,14,3,1088,502,264,20,1822,2,16,8.8,5,1,26952,4,3,148169,148169,8338,48598,35681,57844.5504
0.5,1,1,3,2,207,86,59,6,349,3,3,2,5,1,4970,5,5,28498,28498,1655,9828,7293,11571.794
1.75,1,2,9,2,651,321,187,16,1305,3,11,5.8,6,1,16611,4,2,100576,100576,3888,35418,25067,34676.8822
1.5,2,1,6,1,621,313,165,14,999,2,10,7.2,6,2,15611,6,4,87106,87106,4362,29575,22424,32839.1222
1,2,2,7,1,444,195,87,12,654,1,6,4.4,6,2,10734,6,2,54902,54902,3326,20751,14885,23860.8668
3,1,1,12,2,1341,565,317,35,2023,1,18,12.3,4,1,30183,7,3,166632,166632,10358,59747,42896,71435.6766
2,1,2,7,2,736,397,218,21,1487,1,13,6.7,7,2,21254,5,3,112797,112797,7192,39689,29013,47758.4508
1.25,2,1,3,2,533,236,139,16,836,1,8,4.9,7,1,12983,4,5,65004,65004,3148,26330,18398,26823.8566
0.75,2,2,5,1,303,151,74,7,525,2,5,3.4,6,2,6961,4,3,46007,46007,1949,15751,10786,16186.1122
2,1,1,8,1,855,356,195,22,1405,3,14,6.9,7,1,21000,7,2,108765,108765,6606,42316,28978,47863.94
2,1,1,5,2,662,389,184,23,1389,3,13,7,6,1,20919,4,3,114168,114168,4537,41666,28785,40158.6838
1.25,1,2,6,2,562,273,144,13,935,3,8,4.8,4,1,13180,4,4,72688,72688,4146,25801,18735,29773.736
1.75,1,1,5,2,685,367,145,17,1313,3,12,7.1,6,1,17881,6,2,105897,105897,4583,34736,24894,36600.8362
1.25,2,1,6,3,431,281,118,12,837,2,8,6,5,1,12999,4,5,68019,68019,4408,25097,18091,29602.6598
1.5,2,1,6,1,592,270,184,19,1124,3,9,7.1,5,2,14496,5,3,89880,89880,4453,32075,21413,34347.2592
0.5,2,2,3,3,224,91,58,5,355,2,3,2.2,4,1,5337,7,3,29334,29334,1614,10741,7250,12008.8674
0.5,2,2,3,1,183,88,59,5,380,2,3,2.1,5,2,5185,4,3,30662,30662,1475,10273,7489,11143.217
1,2,1,3,1,408,227,93,12,729,3,7,4.5,6,1,10503,5,4,57422,57422,2241,21334,14791,20648.8206
1.5,1,2,13,3,528,327,156,12,997,3,9,7.1,6,1,16212,6,5,81966,81966,4715,30550,21899,34025.3024
0.75,1,2,6,1,308,136,77,9,509,3,5,3.5,7,2,7902,7,5,42284,42284,2012,15254,10974,16146.9004
1.25,2,1,7,1,482,275,156,14,943,3,8,4.7,7,2,12819,6,3,66379,66379,4430,25434,18915,30133.2038
1.5,2,1,10,1,668,281,136,13,1022,2,9,5.4,6,1,14136,7,5,84143,84143,3320,30742,22185,30361.4872
1,1,2,5,2,334,218,119,11,722,2,6,4,4,2,10399,5,5,58590,58590,3060,20182,14249,22255.1398
1.75,2,2,11,2,606,362,187,21,1261,1,11,7.4,4,1,17728,6,3,91891,91891,4838,35018,26495,37228.9856
0.5,1,2,5,3,169,97,61,5,381,3,3,1.8,6,1,5131,5,2,26115,26115,1642,10081,7127,11503.6862
1.25,1,2,6,2,514,224,99,12,911,1,8,4.1,4,1,12372,7,5,72656,72656,3212,24602,18460,25923.8544
2.5,2,2,20,1,1085,544,264,26,1710,3,17,10.3,5,2,26691,6,5,142024,142024,5500,51920,36713,50798.1182
0.75,2,2,2,2,306,131,64,7,512,1,5,3.4,4,1,6797,6,4,46250,46250,2145,15725,10897,16770.1194
1.75,2,1,5,3,659,323,203,22,1169,1,11,7.4,7,1,18789,6,4,91732,91732,5632,35461,26350,40221.5778
0.75,2,1,5,3,254,172,84,7,544,3,5,2.8,6,2,7361,4,3,43340,43340,2636,15971,11343,18236.0322
1.5,1,1,5,3,534,258,129,14,1136,1,10,5.1,4,2,15350,7,3,83274,83274,4124,31750,21874,32792.13
1.5,1,1,8,3,653,311,171,12,1113,2,10,6.9,6,1,16494,6,5,87735,87735,3432,31624,22285,31193.6788
1.5,1,2,6,1,517,258,177,14,993,2,9,6.1,5,2,13580,7,2,88265,88265,3358,30562,22001,29754.316
0.75,1,1,4,2,321,148,68,9,528,3,4,2.5,6,1,7232,7,3,41130,41130,1753,14662,10959,15041.1664
0.5,1,1,1,3,224,102,44,6,349,1,3,1.9,7,2,4881,4,5,30937,30937,1361,10248,7513,10950.3162
3,1,1,18,1,1219,548,376,33,2115,2,18,13.8,4,1,32241,5,3,167010,167010,10389,60309,45376,71377.5482
0.5,1,2,1,1,209,88,63,5,371,1,3,2.3,4,2,4851,5,5,26242,26242,1324,10059,7563,10675.3502
2.5,2,1,17,3,1041,568,262,21,1656,2,17,8.5,7,1,22807,5,5,135831,135831,8684,49046,37841,58973.8214
2,2,1,7,3,871,410,156,25,1326,3,13,7.7,6,1,21349,5,5,104955,104955,6673,41939,28466,47886.3498
3,1,2,24,1,1241,687,314,24,1965,1,20,11.1,7,2,29507,4,4,162094,162094,7665,59871,43282,62679.0814
1.75,1,1,7,2,618,325,202,16,1239,1,12,8.2,6,2,17363,4,5,108186,108186,4115,36898,26233,36089.2326
1.75,1,1,16,1,584,379,159,22,1240,3,11,5.9,4,2,17278,6,5,97535,97535,6241,37068,26402,42562.6556
2.5,2,2,15,1,875,509,228,22,1633,2,17,8.4,7,1,25196,6,5,145629,145629,8302,48803,36146,56849.6392
1.25,2,2,9,1,414,239,146,11,835,2,8,4.6,6,2,11686,6,2,71637,71637,4233,24526,18119,28697.3772
0.75,1,2,3,1,311,159,70,6,557,1,5,2.5,6,1,8100,4,4,39314,39314,1822,14894,10951,15349.76
1.25,1,1,6,2,419,254,120,13,952,1,8,6,6,1,12132,5,5,77133,77133,3562,25687,17986,27233.8464
2,1,2,10,1,806,346,165,23,1436,1,13,7.9,7,2,18566,7,4,106287,106287,5234,39416,30246,41754.8332
1,2,1,5,1,337,189,95,10,724,3,7,4.3,4,2,9632,6,3,52678,52678,3427,21079,14866,23875.9864
0.75,2,2,7,1,294,160,69,6,573,1,5,3.7,7,1,7157,5,4,44516,44516,2228,15861,11010,17078.3714
3,2,2,18,2,1343,605,297,29,2216,3,18,11.7,7,2,30206,7,4,178648,178648,10577,58351,43213,71362.5612
0.75,2,2,3,3,295,130,78,9,489,3,5,3.1,6,1,6772,4,5,41713,41713,2395,14886,11084,17075.0144
1.75,2,1,10,3,615,346,219,20,1215,2,11,7.7,7,1,18060,4,2,97302,97302,5294,36570,25721,39593.132
3,2,1,23,2,1116,668,285,35,2138,3,18,10.8,4,1,29566,5,5,162419,162419,9341,60207,45203,67444.2732
0.5,2,1,3,3,199,107,41,6,346,2,3,1.8,6,1,5149,6,5,28124,28124,1204,10734,7140,10599.3498
2.5,1,1,16,2,1088,546,217,26,1653,1,17,9.6,4,1,22578,4,3,130460,130460,6430,52684,35907,54049.1956
0.5,2,1,4,2,208,90,57,6,357,1,3,2.1,5,1,4869,6,4,27775,27775,1561,10377,7579,11578.1138
1,2,1,6,1,436,187,123,9,673,3,6,4.2,7,1,10300,6,3,56040,56040,2644,19777,14595,21222.42
2,1,2,15,2,725,345,227,23,1464,2,13,7,4,1,18092,7,2,118865,118865,6341,42740,29017,46693.4184
2,2,1,7,2,771,392,174,19,1407,2,12,9.3,4,1,20732,6,4,105883,105883,5027,39386,28676,40937.2664
2,2,2,4,1,819,417,173,25,1501,2,13,8.4,5,1,18198,7,2,111835,111835,6214,41116,28829,45798.5196
3,1,2,16,1,1158,530,257,34,2211,1,18,10.2,7,1,31176,6,3,156225,156225,7029,64426,43965,62662.6952
0.75,1,1,5,2,336,157,67,7,546,2,5,3.6,7,2,6982,7,2,45686,45686,1639,14605,11233,14748.3364
1.25,2,1,11,3,492,253,112,12,872,1,8,4.5,5,1,12990,6,2,73175,73175,3936,25000,18049,28328.078
1,2,1,7,3,405,172,86,10,756,1,6,4.1,5,2,9451,7,3,54648,54648,2400,19929,14840,20339.1502
1,1,2,8,1,330,213,120,9,704,1,7,3.4,6,2,10026,6,3,54765,54765,3520,19950,14987,23563.3452
0.75,2,2,5,2,297,147,74,6,522,3,5,3.1,5,1,6931,5,4,42350,42350,1947,15296,10856,15897.7262
3,1,1,8,1,1004,668,373,35,1979,3,18,14,5,1,27503,7,3,174531,174531,9327,63334,42761,68738.4406
2.5,2,1,8,2,862,464,273,28,1782,2,16,9.9,5,2,25853,6,5,149142,149142,6543,51155,37491,52623.2106
1.75,2,2,4,2,666,340,139,18,1154,3,11,7.8,5,2,17568,5,3,99319,99319,6092,35951,26047,41860.3736
1.5,1,2,14,2,503,326,185,17,1111,1,10,5.5,5,1,14339,4,4,90578,90578,4674,30291,21968,33670.4278
3,2,2,28,1,1346,526,297,33,2246,2,20,13.5,5,1,29655,5,3,163408,163408,7000,58436,44843,60280.351
2,1,1,18,1,884,386,224,23,1334,1,13,9.6,7,2,19560,6,5,107065,107065,5493,39728,29061,43183.412
1,1,1,6,2,346,217,90,12,708,1,6,4.7,5,2,9387,4,3,59806,59806,2411,20168,15006,20250.7974
2.5,2,2,8,1,863,460,294,21,1653,2,15,8.2,6,2,24210,7,3,150262,150262,8399,51728,36985,58734.862
1.25,1,1,7,3,431,224,127,12,946,3,8,5.6,6,2,11416,5,2,76871,76871,4332,25178,18652,29418.4632
0.75,2,1,5,3,308,158,77,10,554,1,5,3.7,7,1,8168,6,5,45958,45958,1634,15642,11376,15180.8736
2,2,2,14,1,743,368,251,25,1347,1,12,7.1,6,1,20277,4,4,120766,120766,5323,41382,28941,42903.2354
0.5,1,2,2,2,186,90,62,5,365,2,3,1.6,5,1,5363,4,2,27133,27133,1370,9840,7383,10594.5726
1.25,2,2,12,2,537,239,150,14,881,3,8,6,5,2,12935,5,2,68713,68713,3874,24408,18300,28083.147
2,2,1,19,3,768,400,212,21,1366,2,12,8.8,6,2,20006,7,3,123096,123096,6986,42657,29493,48860.5412
1,2,1,7,1,411,207,121,11,752,3,6,3.8,6,2,10261,5,3,57000,57000,3354,20062,14607,23467.4322
1.25,2,1,4,2,425,225,150,11,831,2,7,5,6,2,13029,5,2,73343,73343,3796,25594,18467,27959.3858
1.25,1,1,7,2,413,280,98,15,911,3,8,6,4,1,11805,6,3,65021,65021,3066,25390,18108,25459.361
1.5,1,2,13,2,666,285,171,15,1146,1,10,6.7,6,1,16370,4,5,80043,80043,3435,30769,22747,30795.994
2.5,1,2,22,2,1081,465,311,29,1730,2,16,11.3,5,2,23046,6,3,137980,137980,6240,53413,37020,53951.4892
1.75,1,1,10,3,759,384,200,22,1251,1,11,5.7,6,1,17185,7,5,99542,99542,5950,35852,24916,41854.417
0.75,1,1,6,2,298,164,83,7,536,1,5,2.5,6,1,6872,6,3,45132,45132,2522,15672,10792,17912.6944
2,2,2,10,1,692,416,210,23,1387,3,13,8.6,6,2,20822,6,4,112280,112280,7073,42367,28731,48638.1244
1.5,2,2,13,3,514,298,163,14,1035,1,10,6.6,5,1,13642,4,5,84693,84693,4897,29190,22250,33800.5084
2.5,2,1,8,1,1011,425,291,32,1857,3,17,11.3,7,1,23113,7,4,133290,133290,7608,53274,37738,57819.7026
1,2,2,8,1,405,219,92,8,660,3,7,4.5,7,2,9013,6,2,59137,59137,3436,20888,14950,24126.5426
0.75,2,1,5,1,281,141,67,8,560,2,5,2.9,6,2,7738,4,5,40177,40177,1618,14950,10982,14606.3876
0.5,1,1,1,3,204,99,57,6,338,3,3,2.3,4,2,4867,6,5,30267,30267,1157,10079,7235,10135.3534
3,1,1,9,2,1113,566,283,24,2244,2,19,12.5,4,2,31289,4,3,163108,163108,8377,61824,43399,65312.2178
2,2,1,19,2,749,367,176,21,1528,3,12,8,6,1,19714,7,5,107889,107889,7195,41026,29032,48487.0628
1,1,1,5,2,447,188,81,9,706,1,7,4,7,2,9647,6,2,59562,59562,2724,21250,14875,22268.3294
2.5,1,1,6,3,971,453,308,28,1641,2,15,11.4,4,1,25776,4,5,152151,152151,7244,48538,37318,53935.3352
0.75,2,2,3,3,332,163,58,8,494,3,5,3.3,6,1,7268,6,5,40832,40832,1721,15077,10960,15220.4536
1.75,1,1,15,1,702,390,134,21,1296,2,12,6.3,4,1,19214,5,3,95401,95401,4568,35228,24891,36863.9228
0.5,1,2,4,3,202,91,42,4,362,2,3,2.4,7,1,4754,4,3,30355,30355,1141,10090,7324,10080.5708
3,1,1,27,2,1327,548,334,33,1954,3,18,13.7,4,1,32155,4,5,180626,180626,7079,60436,42709,61549.791
1.25,2,2,12,2,472,286,129,16,874,1,8,5.4,4,2,11489,5,4,68771,68771,4115,26328,18128,29541.3978
2.5,1,1,16,1,920,532,267,29,1715,2,16,10.2,7,1,24072,4,2,135965,135965,5618,52088,37045,50515.2344
2,1,2,10,3,668,370,211,20,1515,3,12,8.9,5,2,20195,6,4,107036,107036,5158,42649,28552,42692.159
1.25,2,1,6,1,524,287,97,11,859,1,8,4.4,7,2,12954,6,4,67746,67746,4402,25951,18431,30433.7908
